"block","date","time","balance"
"4,439,421","2022/07/03 05:09:00 +02:00","1656817740","20996931.8150 RBTC"
"4,438,840","2022/07/02 23:45:13 +02:00","1656798313","20996931.8200 RBTC"
"4,438,242","2022/07/02 18:15:37 +02:00","1656778537","20996931.8700 RBTC"
"4,437,862","2022/07/02 14:33:23 +02:00","1656765203","20996931.9254 RBTC"
"4,437,696","2022/07/02 13:00:18 +02:00","1656759618","20996931.9854 RBTC"
"4,436,557","2022/07/02 02:19:17 +02:00","1656721157","20996950.2663 RBTC"
"4,435,911","2022/07/01 20:27:21 +02:00","1656700041","20996950.2611 RBTC"
"4,434,031","2022/07/01 02:23:08 +02:00","1656634988","20996950.2687 RBTC"
"4,432,274","2022/06/30 10:00:16 +02:00","1656576016","20996950.0887 RBTC"
"4,430,424","2022/06/29 16:18:59 +02:00","1656512339","20996950.0937 RBTC"
"4,430,130","2022/06/29 13:28:23 +02:00","1656502103","20996949.8983 RBTC"
"4,428,632","2022/06/28 23:55:19 +02:00","1656453319","20996950.0683 RBTC"
"4,428,131","2022/06/28 19:18:05 +02:00","1656436685","20996950.0183 RBTC"
"4,425,986","2022/06/27 23:15:42 +02:00","1656364542","20996950.1283 RBTC"
"4,426,012","2022/06/27 23:30:14 +02:00","1656365414","20996950.1183 RBTC"
"4,425,566","2022/06/27 19:05:58 +02:00","1656349558","20996950.1333 RBTC"
"4,425,175","2022/06/27 15:17:52 +02:00","1656335872","20996950.0833 RBTC"
"4,424,926","2022/06/27 13:05:43 +02:00","1656327943","20996949.5833 RBTC"
"4,424,814","2022/06/27 12:03:24 +02:00","1656324204","20996947.0833 RBTC"
"4,424,696","2022/06/27 10:51:06 +02:00","1656319866","20996947.0927 RBTC"
"4,423,890","2022/06/27 03:17:24 +02:00","1656292644","20996947.1017 RBTC"
"4,423,767","2022/06/27 02:06:24 +02:00","1656288384","20996942.5917 RBTC"
"4,423,241","2022/06/26 21:09:24 +02:00","1656270564","20996942.6017 RBTC"
"4,422,161","2022/06/26 10:51:19 +02:00","1656233479","20996942.6067 RBTC"
"4,420,726","2022/06/25 21:37:10 +02:00","1656185830","20996942.6167 RBTC"
"4,420,611","2022/06/25 20:33:53 +02:00","1656182033","20996942.4167 RBTC"
"4,420,329","2022/06/25 17:57:09 +02:00","1656172629","20996934.4167 RBTC"
"4,419,118","2022/06/25 06:45:16 +02:00","1656132316","20996929.3777 RBTC"
"4,419,144","2022/06/25 07:01:29 +02:00","1656133289","20996934.4227 RBTC"
"4,418,795","2022/06/25 03:47:20 +02:00","1656121640","20996929.8827 RBTC"
"4,418,875","2022/06/25 04:27:11 +02:00","1656124031","20996929.3827 RBTC"
"4,418,771","2022/06/25 03:33:35 +02:00","1656120815","20996929.7827 RBTC"
"4,417,520","2022/06/24 15:38:01 +02:00","1656077881","20996930.0927 RBTC"
"4,417,286","2022/06/24 13:25:03 +02:00","1656069903","20996928.6636 RBTC"
"4,417,334","2022/06/24 13:52:29 +02:00","1656071549","20996930.1337 RBTC"
"4,415,092","2022/06/23 17:21:19 +02:00","1655997679","20996928.1335 RBTC"
"4,412,953","2022/06/22 21:31:17 +02:00","1655926277","20996928.1435 RBTC"
"4,412,578","2022/06/22 18:04:24 +02:00","1655913864","20996928.1542 RBTC"
"4,412,017","2022/06/22 12:47:32 +02:00","1655894852","20996928.1472 RBTC"
"4,409,774","2022/06/21 15:48:08 +02:00","1655819288","20996925.1472 RBTC"
"4,408,396","2022/06/21 03:06:27 +02:00","1655773587","20996925.1582 RBTC"
"4,407,198","2022/06/20 16:00:10 +02:00","1655733610","20996926.6043 RBTC"
"4,406,659","2022/06/20 11:06:35 +02:00","1655715995","20996927.6143 RBTC"
"4,405,982","2022/06/20 04:52:57 +02:00","1655693577","20996927.6195 RBTC"
"4,404,998","2022/06/19 19:45:29 +02:00","1655660729","20996924.2331 RBTC"
"4,404,703","2022/06/19 17:09:07 +02:00","1655651347","20996923.9685 RBTC"
"4,404,813","2022/06/19 18:06:44 +02:00","1655654804","20996924.2285 RBTC"
"4,403,685","2022/06/19 07:48:32 +02:00","1655617712","20996934.0185 RBTC"
"4,403,191","2022/06/19 03:21:57 +02:00","1655601717","20996934.0931 RBTC"
"4,403,206","2022/06/19 03:30:08 +02:00","1655602208","20996934.0275 RBTC"
"4,402,748","2022/06/18 23:09:41 +02:00","1655586581","20996934.1931 RBTC"
"4,402,688","2022/06/18 22:38:23 +02:00","1655584703","20996934.2246 RBTC"
"4,402,046","2022/06/18 16:48:21 +02:00","1655563701","20996933.2246 RBTC"
"4,401,898","2022/06/18 15:25:33 +02:00","1655558733","20996932.7162 RBTC"
"4,401,608","2022/06/18 12:52:57 +02:00","1655549577","20996932.3412 RBTC"
"4,401,258","2022/06/18 09:30:58 +02:00","1655537458","20996932.1212 RBTC"
"4,399,292","2022/06/17 14:46:20 +02:00","1655469980","20996931.3212 RBTC"
"4,398,771","2022/06/17 10:01:12 +02:00","1655452872","20996926.3212 RBTC"
"4,398,612","2022/06/17 08:32:45 +02:00","1655447565","20996926.2212 RBTC"
"4,397,917","2022/06/17 02:19:24 +02:00","1655425164","20996912.5212 RBTC"
"4,397,038","2022/06/16 17:57:54 +02:00","1655395074","20996912.2824 RBTC"
"4,397,107","2022/06/16 18:37:17 +02:00","1655397437","20996912.4962 RBTC"
"4,396,913","2022/06/16 16:45:06 +02:00","1655390706","20996911.8594 RBTC"
"4,395,734","2022/06/16 05:35:56 +02:00","1655350556","20996912.4419 RBTC"
"4,395,587","2022/06/16 04:12:56 +02:00","1655345576","20996912.2219 RBTC"
"4,394,196","2022/06/15 15:45:43 +02:00","1655300743","20996912.4513 RBTC"
"4,393,914","2022/06/15 13:14:15 +02:00","1655291655","20996912.4566 RBTC"
"4,391,200","2022/06/14 11:59:34 +02:00","1655200774","20996903.4566 RBTC"
"4,391,224","2022/06/14 12:13:12 +02:00","1655201592","20996904.4566 RBTC"
"4,389,735","2022/06/13 22:42:34 +02:00","1655152954","20996916.0206 RBTC"
"4,389,812","2022/06/13 23:28:18 +02:00","1655155698","20996903.0206 RBTC"
"4,389,096","2022/06/13 17:03:12 +02:00","1655132592","20996926.0206 RBTC"
"4,389,058","2022/06/13 16:40:02 +02:00","1655131202","20996926.0531 RBTC"
"4,388,745","2022/06/13 13:35:34 +02:00","1655120134","20996925.0531 RBTC"
"4,388,648","2022/06/13 12:43:56 +02:00","1655117036","20996923.0203 RBTC"
"4,388,500","2022/06/13 11:17:54 +02:00","1655111874","20996918.8767 RBTC"
"4,388,270","2022/06/13 09:08:03 +02:00","1655104083","20996915.9443 RBTC"
"4,387,930","2022/06/13 05:53:02 +02:00","1655092382","20996910.9443 RBTC"
"4,387,321","2022/06/12 23:55:33 +02:00","1655070933","20996902.9443 RBTC"
"4,386,031","2022/06/12 11:47:19 +02:00","1655027239","20996899.5707 RBTC"
"4,385,624","2022/06/12 07:52:34 +02:00","1655013154","20996898.3707 RBTC"
"4,384,588","2022/06/11 22:10:36 +02:00","1654978236","20996898.3663 RBTC"
"4,384,564","2022/06/11 21:57:40 +02:00","1654977460","20996898.1563 RBTC"
"4,384,426","2022/06/11 20:43:20 +02:00","1654973000","20996894.3515 RBTC"
"4,384,434","2022/06/11 20:47:26 +02:00","1654973246","20996897.7463 RBTC"
"4,384,141","2022/06/11 17:49:07 +02:00","1654962547","20996894.3465 RBTC"
"4,384,008","2022/06/11 16:33:09 +02:00","1654957989","20996889.3563 RBTC"
"4,384,014","2022/06/11 16:36:34 +02:00","1654958194","20996889.3465 RBTC"
"4,381,871","2022/06/10 20:36:45 +02:00","1654886205","20996889.4563 RBTC"
"4,381,553","2022/06/10 17:28:21 +02:00","1654874901","20996889.4614 RBTC"
"4,380,427","2022/06/10 06:48:07 +02:00","1654836487","20996889.2614 RBTC"
"4,377,811","2022/06/09 06:21:17 +02:00","1654748477","20996889.3264 RBTC"
"4,376,444","2022/06/08 17:52:33 +02:00","1654703553","20996889.3322 RBTC"
"4,376,337","2022/06/08 16:50:04 +02:00","1654699804","20996859.3322 RBTC"
"4,376,137","2022/06/08 14:59:53 +02:00","1654693193","20996859.3277 RBTC"
"4,375,937","2022/06/08 13:16:31 +02:00","1654686991","20996855.3278 RBTC"
"4,374,553","2022/06/08 00:37:35 +02:00","1654641455","20996852.3278 RBTC"
"4,373,118","2022/06/07 11:21:11 +02:00","1654593671","20996848.9731 RBTC"
"4,372,510","2022/06/07 05:48:19 +02:00","1654573699","20996848.9831 RBTC"
"4,372,271","2022/06/07 03:30:25 +02:00","1654565425","20996848.9993 RBTC"
"4,371,790","2022/06/06 23:09:47 +02:00","1654549787","20996848.6993 RBTC"
"4,371,238","2022/06/06 18:09:17 +02:00","1654531757","20996846.0993 RBTC"
"4,371,202","2022/06/06 17:50:36 +02:00","1654530636","20996846.1491 RBTC"
"4,370,903","2022/06/06 15:15:25 +02:00","1654521325","20996844.1702 RBTC"
"4,370,821","2022/06/06 14:29:40 +02:00","1654518580","20996842.0762 RBTC"
"4,369,406","2022/06/06 01:24:17 +02:00","1654471457","20996840.0763 RBTC"
"4,368,532","2022/06/05 17:14:29 +02:00","1654442069","20996850.4055 RBTC"
"4,365,461","2022/06/04 12:09:17 +02:00","1654337357","20996846.5055 RBTC"
"4,365,265","2022/06/04 10:17:54 +02:00","1654330674","20996847.4849 RBTC"
"4,363,060","2022/06/03 13:27:41 +02:00","1654255661","20996847.3579 RBTC"
"4,360,149","2022/06/02 10:23:40 +02:00","1654158220","20996847.3779 RBTC"
"4,358,941","2022/06/01 23:07:42 +02:00","1654117662","20996845.6558 RBTC"
"4,357,536","2022/06/01 09:30:10 +02:00","1654068610","20996845.3558 RBTC"
"4,357,118","2022/06/01 05:36:24 +02:00","1654054584","20996844.7661 RBTC"
"4,356,100","2022/05/31 20:06:16 +02:00","1654020376","20996844.7721 RBTC"
"4,354,683","2022/05/31 06:51:21 +02:00","1653972681","20996844.7772 RBTC"
"4,354,453","2022/05/31 04:39:18 +02:00","1653964758","20996844.7662 RBTC"
"4,354,249","2022/05/31 02:51:07 +02:00","1653958267","20996844.7553 RBTC"
"4,353,415","2022/05/30 19:17:09 +02:00","1653931029","20996844.2193 RBTC"
"4,353,450","2022/05/30 19:38:46 +02:00","1653932326","20996844.7618 RBTC"
"4,352,334","2022/05/30 09:06:25 +02:00","1653894385","20996839.2193 RBTC"
"4,350,525","2022/05/29 16:12:28 +02:00","1653833548","20996839.2398 RBTC"
"4,348,362","2022/05/28 19:59:01 +02:00","1653760741","20996839.7398 RBTC"
"4,348,262","2022/05/28 19:00:35 +02:00","1653757235","20996839.7288 RBTC"
"4,348,005","2022/05/28 16:42:10 +02:00","1653748930","20996839.7408 RBTC"
"4,345,833","2022/05/27 20:55:24 +02:00","1653677724","20996840.2408 RBTC"
"4,345,584","2022/05/27 18:36:10 +02:00","1653669370","20996839.2418 RBTC"
"4,344,698","2022/05/27 10:21:11 +02:00","1653639671","20996839.2698 RBTC"
"4,342,042","2022/05/26 09:49:07 +02:00","1653551347","20996839.2750 RBTC"
"4,341,649","2022/05/26 06:12:31 +02:00","1653538351","20996839.1751 RBTC"
"4,340,154","2022/05/25 16:42:36 +02:00","1653489756","20996839.1821 RBTC"
"4,333,878","2022/05/23 06:30:50 +02:00","1653280250","20996839.1891 RBTC"
"4,333,173","2022/05/22 23:51:50 +02:00","1653256310","20996843.9640 RBTC"
"4,330,956","2022/05/22 03:06:50 +02:00","1653181610","20996843.9711 RBTC"
"4,330,412","2022/05/21 22:03:53 +02:00","1653163433","20996843.9761 RBTC"
"4,328,524","2022/05/21 04:39:03 +02:00","1653100743","20996843.9811 RBTC"
"4,325,177","2022/05/19 21:09:34 +02:00","1652987374","20996843.9892 RBTC"
"4,322,636","2022/05/18 21:48:09 +02:00","1652903289","20996844.0522 RBTC"
"4,322,010","2022/05/18 15:52:35 +02:00","1652881955","20996841.6003 RBTC"
"4,321,303","2022/05/18 09:25:49 +02:00","1652858749","20996841.4868 RBTC"
"4,319,040","2022/05/17 12:41:49 +02:00","1652784109","20996839.3415 RBTC"
"4,317,039","2022/05/16 17:57:54 +02:00","1652716674","20996839.3285 RBTC"
"4,315,918","2022/05/16 07:21:21 +02:00","1652678481","20996834.3285 RBTC"
"4,314,394","2022/05/15 17:23:19 +02:00","1652628199","20996837.1472 RBTC"
"4,313,530","2022/05/15 09:18:05 +02:00","1652599085","20996836.7972 RBTC"
"4,311,826","2022/05/14 17:25:30 +02:00","1652541930","20996835.7972 RBTC"
"4,309,777","2022/05/13 22:13:23 +02:00","1652472803","20996835.7909 RBTC"
"4,309,383","2022/05/13 18:27:48 +02:00","1652459268","20996835.4809 RBTC"
"4,309,285","2022/05/13 17:27:53 +02:00","1652455673","20996835.3783 RBTC"
"4,309,053","2022/05/13 15:18:12 +02:00","1652447892","20996835.3372 RBTC"
"4,308,181","2022/05/13 07:30:11 +02:00","1652419811","20996835.3422 RBTC"
"4,307,637","2022/05/13 02:28:20 +02:00","1652401700","20996835.5664 RBTC"
"4,306,447","2022/05/12 15:26:31 +02:00","1652361991","20996829.5664 RBTC"
"4,306,341","2022/05/12 14:33:26 +02:00","1652358806","20996799.5664 RBTC"
"4,305,536","2022/05/12 06:42:15 +02:00","1652330535","20996796.2181 RBTC"
"4,305,203","2022/05/12 03:35:02 +02:00","1652319302","20996796.1981 RBTC"
"4,304,854","2022/05/12 00:18:02 +02:00","1652307482","20996795.9865 RBTC"
"4,304,873","2022/05/12 00:30:02 +02:00","1652308202","20996796.1881 RBTC"
"4,304,292","2022/05/11 18:42:16 +02:00","1652287336","20996789.9865 RBTC"
"4,303,704","2022/05/11 13:15:10 +02:00","1652267710","20996789.7955 RBTC"
"4,303,057","2022/05/11 07:06:47 +02:00","1652245607","20996789.8042 RBTC"
"4,301,853","2022/05/10 20:32:20 +02:00","1652207540","20996789.9842 RBTC"
"4,301,373","2022/05/10 16:15:20 +02:00","1652192120","20996789.8243 RBTC"
"4,299,450","2022/05/09 22:27:46 +02:00","1652128066","20996789.8307 RBTC"
"4,299,025","2022/05/09 18:27:23 +02:00","1652113643","20996789.8255 RBTC"
"4,298,455","2022/05/09 12:54:58 +02:00","1652093698","20996789.9355 RBTC"
"4,296,337","2022/05/08 17:43:44 +02:00","1652024624","20996783.9355 RBTC"
"4,295,427","2022/05/08 09:30:31 +02:00","1651995031","20996783.8592 RBTC"
"4,295,428","2022/05/08 09:30:56 +02:00","1651995056","20996783.3602 RBTC"
"4,295,429","2022/05/08 09:31:21 +02:00","1651995081","20996783.1102 RBTC"
"4,295,432","2022/05/08 09:33:23 +02:00","1651995203","20996782.8602 RBTC"
"4,293,999","2022/05/07 20:25:27 +02:00","1651947927","20996784.1092 RBTC"
"4,292,962","2022/05/07 10:46:19 +02:00","1651913179","20996784.0813 RBTC"
"4,292,786","2022/05/07 09:09:58 +02:00","1651907398","20996785.0813 RBTC"
"4,292,423","2022/05/07 05:54:19 +02:00","1651895659","20996785.0876 RBTC"
"4,292,264","2022/05/07 04:30:49 +02:00","1651890649","20997070.0594 RBTC"
"4,292,275","2022/05/07 04:36:58 +02:00","1651891018","20997070.0674 RBTC"
"4,291,476","2022/05/06 21:18:10 +02:00","1651864690","20997069.5384 RBTC"
"4,291,495","2022/05/06 21:28:30 +02:00","1651865310","20997068.7884 RBTC"
"4,291,393","2022/05/06 20:32:06 +02:00","1651861926","20997070.5384 RBTC"
"4,290,999","2022/05/06 16:45:18 +02:00","1651848318","20997070.5674 RBTC"
"4,291,001","2022/05/06 16:46:10 +02:00","1651848370","20997070.5674 RBTC"
"4,291,014","2022/05/06 16:54:09 +02:00","1651848849","20997070.5274 RBTC"
"4,290,751","2022/05/06 14:25:45 +02:00","1651839945","20997070.5624 RBTC"
"4,290,123","2022/05/06 08:36:17 +02:00","1651818977","20997070.5724 RBTC"
"4,289,367","2022/05/06 01:39:36 +02:00","1651793976","20997070.5384 RBTC"
"4,288,716","2022/05/05 19:41:39 +02:00","1651772499","20997330.5384 RBTC"
"4,287,842","2022/05/05 11:23:14 +02:00","1651742594","20997330.5168 RBTC"
"4,287,197","2022/05/05 05:30:30 +02:00","1651721430","20997330.4630 RBTC"
"4,287,054","2022/05/05 04:12:46 +02:00","1651716766","20997330.4680 RBTC"
"4,286,679","2022/05/05 00:35:06 +02:00","1651703706","20997580.4680 RBTC"
"4,286,259","2022/05/04 20:43:12 +02:00","1651689792","20997580.4580 RBTC"
"4,286,207","2022/05/04 20:12:54 +02:00","1651687974","20997580.4539 RBTC"
"4,285,735","2022/05/04 15:55:03 +02:00","1651672503","20997580.4539 RBTC"
"4,284,931","2022/05/04 08:21:11 +02:00","1651645271","20997580.4836 RBTC"
"4,284,844","2022/05/04 07:30:30 +02:00","1651642230","20997580.5336 RBTC"
"4,284,549","2022/05/04 04:45:44 +02:00","1651632344","20997580.5406 RBTC"
"4,284,200","2022/05/04 01:33:44 +02:00","1651620824","20997655.5406 RBTC"
"4,282,218","2022/05/03 07:24:09 +02:00","1651555449","20997655.7406 RBTC"
"4,280,664","2022/05/02 17:04:23 +02:00","1651503863","20997655.7606 RBTC"
"4,279,704","2022/05/02 07:56:29 +02:00","1651470989","20997655.7561 RBTC"
"4,279,234","2022/05/02 03:31:48 +02:00","1651455108","20997655.7520 RBTC"
"4,278,476","2022/05/01 20:33:07 +02:00","1651429987","20997655.7440 RBTC"
"4,273,297","2022/04/29 20:36:07 +02:00","1651257367","20997655.7550 RBTC"
"4,272,152","2022/04/29 10:03:48 +02:00","1651219428","20997653.5550 RBTC"
"4,269,396","2022/04/28 09:00:26 +02:00","1651129226","20997653.5610 RBTC"
"4,267,696","2022/04/27 17:33:37 +02:00","1651073617","20997653.7657 RBTC"
"4,267,461","2022/04/27 15:33:42 +02:00","1651066422","20997653.8247 RBTC"
"4,265,909","2022/04/27 01:20:00 +02:00","1651015200","20997652.9347 RBTC"
"4,262,771","2022/04/25 20:03:01 +02:00","1650909781","20997649.5881 RBTC"
"4,262,788","2022/04/25 20:11:27 +02:00","1650910287","20997649.5927 RBTC"
"4,262,561","2022/04/25 18:05:15 +02:00","1650902715","20997649.5781 RBTC"
"4,262,390","2022/04/25 16:35:15 +02:00","1650897315","20997649.4781 RBTC"
"4,261,819","2022/04/25 11:14:28 +02:00","1650878068","20997649.3781 RBTC"
"4,261,262","2022/04/25 06:01:38 +02:00","1650859298","20997649.3720 RBTC"
"4,261,125","2022/04/25 04:39:27 +02:00","1650854367","20997649.2955 RBTC"
"4,261,018","2022/04/25 03:33:18 +02:00","1650850398","20997649.3024 RBTC"
"4,260,697","2022/04/25 00:27:14 +02:00","1650839234","20997653.0382 RBTC"
"4,260,419","2022/04/24 21:37:02 +02:00","1650829022","20997650.0382 RBTC"
"4,259,196","2022/04/24 10:15:09 +02:00","1650788109","20997649.7882 RBTC"
"4,258,160","2022/04/24 00:34:36 +02:00","1650753276","20997649.7932 RBTC"
"4,257,959","2022/04/23 22:40:35 +02:00","1650746435","20997649.7796 RBTC"
"4,257,183","2022/04/23 15:13:00 +02:00","1650719580","20997649.7519 RBTC"
"4,257,185","2022/04/23 15:13:49 +02:00","1650719629","20997649.7751 RBTC"
"4,255,219","2022/04/22 20:33:28 +02:00","1650652408","20997650.7418 RBTC"
"4,255,254","2022/04/22 20:51:46 +02:00","1650653506","20997649.7419 RBTC"
"4,254,990","2022/04/22 18:11:47 +02:00","1650643907","20997651.0243 RBTC"
"4,255,005","2022/04/22 18:21:10 +02:00","1650644470","20997651.0293 RBTC"
"4,254,890","2022/04/22 17:14:25 +02:00","1650640465","20997647.5243 RBTC"
"4,252,900","2022/04/21 22:18:03 +02:00","1650572283","20997647.5243 RBTC"
"4,252,542","2022/04/21 18:36:59 +02:00","1650559019","20997647.5256 RBTC"
"4,252,659","2022/04/21 19:51:12 +02:00","1650563472","20997647.5196 RBTC"
"4,252,347","2022/04/21 16:38:37 +02:00","1650551917","20997647.5211 RBTC"
"4,248,755","2022/04/20 06:21:26 +02:00","1650428486","20997647.4461 RBTC"
"4,247,920","2022/04/19 22:24:32 +02:00","1650399872","20997647.4555 RBTC"
"4,247,785","2022/04/19 21:08:20 +02:00","1650395300","20997647.4555 RBTC"
"4,247,638","2022/04/19 19:48:31 +02:00","1650390511","20997647.4455 RBTC"
"4,245,361","2022/04/18 21:55:49 +02:00","1650311749","20997647.5215 RBTC"
"4,243,920","2022/04/18 08:12:12 +02:00","1650262332","20997647.5115 RBTC"
"4,242,020","2022/04/17 14:00:13 +02:00","1650196813","20997647.5205 RBTC"
"4,240,362","2022/04/16 22:30:26 +02:00","1650141026","20997647.5255 RBTC"
"4,240,074","2022/04/16 19:48:05 +02:00","1650131285","20997647.4912 RBTC"
"4,234,106","2022/04/14 11:21:20 +02:00","1649928080","20997647.6912 RBTC"
"4,234,002","2022/04/14 10:21:07 +02:00","1649924467","20997647.4668 RBTC"
"4,232,302","2022/04/13 18:21:49 +02:00","1649866909","20997647.6368 RBTC"
"4,231,765","2022/04/13 13:09:56 +02:00","1649848196","20997646.6368 RBTC"
"4,231,659","2022/04/13 12:10:45 +02:00","1649844645","20997649.2364 RBTC"
"4,231,481","2022/04/13 10:33:23 +02:00","1649838803","20997647.2168 RBTC"
"4,230,220","2022/04/12 22:51:08 +02:00","1649796668","20997647.2218 RBTC"
"4,229,516","2022/04/12 16:27:29 +02:00","1649773649","20997647.3718 RBTC"
"4,228,784","2022/04/12 09:39:03 +02:00","1649749143","20997647.3778 RBTC"
"4,228,632","2022/04/12 08:15:52 +02:00","1649744152","20997647.3930 RBTC"
"4,227,329","2022/04/11 20:00:44 +02:00","1649700044","20997647.9030 RBTC"
"4,226,758","2022/04/11 14:30:39 +02:00","1649680239","20997647.8980 RBTC"
"4,226,437","2022/04/11 11:26:51 +02:00","1649669211","20997647.8501 RBTC"
"4,224,453","2022/04/10 16:57:25 +02:00","1649602645","20997645.7093 RBTC"
"4,223,223","2022/04/10 05:00:41 +02:00","1649559641","20997645.7001 RBTC"
"4,222,271","2022/04/09 20:01:52 +02:00","1649527312","20997645.7401 RBTC"
"4,222,185","2022/04/09 19:15:57 +02:00","1649524557","20997645.7360 RBTC"
"4,221,771","2022/04/09 15:18:44 +02:00","1649510324","20997645.7410 RBTC"
"4,219,632","2022/04/08 19:13:17 +02:00","1649437997","20997645.7474 RBTC"
"4,219,636","2022/04/08 19:15:17 +02:00","1649438117","20997645.7474 RBTC"
"4,215,285","2022/04/07 02:30:34 +02:00","1649291434","20997645.3634 RBTC"
"4,214,741","2022/04/06 21:32:24 +02:00","1649273544","20997645.3589 RBTC"
"4,213,517","2022/04/06 09:52:09 +02:00","1649231529","20997640.1585 RBTC"
"4,213,574","2022/04/06 10:23:13 +02:00","1649233393","20997643.3589 RBTC"
"4,212,320","2022/04/05 22:24:53 +02:00","1649190293","20997637.9585 RBTC"
"4,209,223","2022/04/04 17:36:55 +02:00","1649086615","20997638.0395 RBTC"
"4,209,224","2022/04/04 17:37:34 +02:00","1649086654","20997637.9515 RBTC"
"4,206,713","2022/04/03 18:03:43 +02:00","1649001823","20997638.0895 RBTC"
"4,204,855","2022/04/03 00:48:10 +02:00","1648939690","20997638.0746 RBTC"
"4,203,448","2022/04/02 11:24:23 +02:00","1648891463","20997638.1744 RBTC"
"4,203,396","2022/04/02 10:57:37 +02:00","1648889857","20997638.2104 RBTC"
"4,196,886","2022/03/30 21:58:07 +02:00","1648670287","20997638.2336 RBTC"
"4,196,469","2022/03/30 18:04:05 +02:00","1648656245","20997638.2406 RBTC"
"4,195,971","2022/03/30 13:27:06 +02:00","1648639626","20997638.2526 RBTC"
"4,195,955","2022/03/30 13:18:30 +02:00","1648639110","20997638.2586 RBTC"
"4,194,176","2022/03/29 20:36:26 +02:00","1648578986","20997638.2786 RBTC"
"4,193,130","2022/03/29 10:28:03 +02:00","1648542483","20997638.3086 RBTC"
"4,192,596","2022/03/29 05:33:36 +02:00","1648524816","20997638.3590 RBTC"
"4,192,446","2022/03/29 04:13:13 +02:00","1648519993","20997638.3640 RBTC"
"4,190,965","2022/03/28 14:06:01 +02:00","1648469161","20997639.4641 RBTC"
"4,191,031","2022/03/28 14:42:22 +02:00","1648471342","20997638.3640 RBTC"
"4,190,723","2022/03/28 11:44:47 +02:00","1648460687","20997634.4641 RBTC"
"4,190,606","2022/03/28 10:36:41 +02:00","1648456601","20997632.1641 RBTC"
"4,189,455","2022/03/27 23:44:36 +02:00","1648417476","20997631.9480 RBTC"
"4,189,535","2022/03/28 00:33:14 +02:00","1648420394","20997632.1710 RBTC"
"4,189,352","2022/03/27 22:47:47 +02:00","1648414067","20997628.6216 RBTC"
"4,189,414","2022/03/27 23:21:09 +02:00","1648416069","20997628.6116 RBTC"
"4,188,809","2022/03/27 17:32:43 +02:00","1648395163","20997623.6216 RBTC"
"4,186,251","2022/03/26 17:41:35 +02:00","1648309295","20997621.1216 RBTC"
"4,184,582","2022/03/26 01:51:12 +02:00","1648252272","20997621.1166 RBTC"
"4,183,684","2022/03/25 17:07:40 +02:00","1648220860","20997621.1915 RBTC"
"4,183,561","2022/03/25 15:51:30 +02:00","1648216290","20997621.1984 RBTC"
"4,183,404","2022/03/25 14:07:37 +02:00","1648210057","20997620.2794 RBTC"
"4,183,408","2022/03/25 14:09:22 +02:00","1648210162","20997620.2404 RBTC"
"4,183,325","2022/03/25 13:21:13 +02:00","1648207273","20997615.2794 RBTC"
"4,181,968","2022/03/25 00:30:11 +02:00","1648161011","20997615.3194 RBTC"
"4,181,193","2022/03/24 17:01:21 +02:00","1648134081","20997615.3343 RBTC"
"4,180,501","2022/03/24 10:38:01 +02:00","1648111081","20997615.3593 RBTC"
"4,178,150","2022/03/23 12:25:17 +02:00","1648031117","20997610.8043 RBTC"
"4,178,163","2022/03/23 12:32:26 +02:00","1648031546","20997615.2883 RBTC"
"4,178,099","2022/03/23 11:57:04 +02:00","1648029424","20997610.7593 RBTC"
"4,177,549","2022/03/23 06:33:21 +02:00","1648010001","20997610.7593 RBTC"
"4,177,419","2022/03/23 05:21:42 +02:00","1648005702","20997610.8353 RBTC"
"4,177,349","2022/03/23 04:42:39 +02:00","1648003359","20997599.4463 RBTC"
"4,177,021","2022/03/23 01:41:07 +02:00","1647992467","20997610.6077 RBTC"
"4,175,376","2022/03/22 10:06:39 +02:00","1647936399","20997610.6033 RBTC"
"4,174,881","2022/03/22 05:27:40 +02:00","1647919660","20997620.6033 RBTC"
"4,174,702","2022/03/22 03:45:10 +02:00","1647913510","20997614.6033 RBTC"
"4,174,494","2022/03/22 01:48:33 +02:00","1647906513","20997614.6533 RBTC"
"4,172,939","2022/03/21 11:14:53 +02:00","1647854093","20997614.6643 RBTC"
"4,171,996","2022/03/21 02:15:14 +02:00","1647821714","20997614.6363 RBTC"
"4,170,392","2022/03/20 11:18:14 +02:00","1647767894","20997614.6863 RBTC"
"4,165,983","2022/03/18 17:47:35 +02:00","1647618455","20997614.7023 RBTC"
"4,165,763","2022/03/18 15:45:27 +02:00","1647611127","20997614.6609 RBTC"
"4,165,822","2022/03/18 16:15:37 +02:00","1647612937","20997614.6559 RBTC"
"4,162,469","2022/03/17 08:51:23 +02:00","1647499883","20997614.6789 RBTC"
"4,162,072","2022/03/17 05:18:30 +02:00","1647487110","20997614.6939 RBTC"
"4,161,249","2022/03/16 21:43:14 +02:00","1647459794","20997614.6989 RBTC"
"4,160,587","2022/03/16 15:22:00 +02:00","1647436920","20997614.6994 RBTC"
"4,160,682","2022/03/16 16:18:19 +02:00","1647440299","20997614.6944 RBTC"
"4,160,068","2022/03/16 10:27:10 +02:00","1647419230","20997614.7049 RBTC"
"4,158,353","2022/03/15 18:57:44 +02:00","1647363464","20997614.7109 RBTC"
"4,158,046","2022/03/15 16:00:36 +02:00","1647352836","20997614.7209 RBTC"
