"block","date","time","balance"
"3,464,252","2021/06/25 20:01:50 +02:00","1624644110","20997960.6812 RBTC"
"3,463,827","2021/06/25 16:04:16 +02:00","1624629856","20997957.1667 RBTC"
"3,463,772","2021/06/25 15:36:01 +02:00","1624628161","20997956.1077 RBTC"
"3,462,457","2021/06/25 03:44:55 +02:00","1624585495","20997954.7777 RBTC"
"3,462,294","2021/06/25 02:19:17 +02:00","1624580357","20997936.3057 RBTC"
"3,461,975","2021/06/24 23:33:25 +02:00","1624570405","20997936.2857 RBTC"
"3,461,822","2021/06/24 22:11:46 +02:00","1624565506","20997931.2857 RBTC"
"3,461,186","2021/06/24 16:16:45 +02:00","1624544205","20997929.3859 RBTC"
"3,460,951","2021/06/24 14:06:31 +02:00","1624536391","20997923.6148 RBTC"
"3,460,985","2021/06/24 14:26:45 +02:00","1624537605","20997927.2359 RBTC"
"3,460,551","2021/06/24 10:33:50 +02:00","1624523630","20997941.6148 RBTC"
"3,459,422","2021/06/24 00:25:47 +02:00","1624487147","20997941.5844 RBTC"
"3,458,157","2021/06/23 12:54:29 +02:00","1624445669","20997936.5844 RBTC"
"3,457,707","2021/06/23 08:51:58 +02:00","1624431118","20997933.2026 RBTC"
"3,457,709","2021/06/23 08:53:02 +02:00","1624431182","20997934.5126 RBTC"
"3,457,791","2021/06/23 09:34:18 +02:00","1624433658","20997934.5126 RBTC"
"3,457,796","2021/06/23 09:37:03 +02:00","1624433823","20997936.6416 RBTC"
"3,457,000","2021/06/23 02:29:18 +02:00","1624408158","20997932.9840 RBTC"
"3,457,065","2021/06/23 03:06:06 +02:00","1624410366","20997933.2026 RBTC"
"3,456,532","2021/06/22 22:19:00 +02:00","1624393140","20997932.1683 RBTC"
"3,456,337","2021/06/22 20:35:45 +02:00","1624386945","20997930.1693 RBTC"
"3,456,298","2021/06/22 20:15:26 +02:00","1624385726","20997926.6873 RBTC"
"3,456,131","2021/06/22 18:46:49 +02:00","1624380409","20997927.6870 RBTC"
"3,456,065","2021/06/22 18:14:44 +02:00","1624378484","20997927.3970 RBTC"
"3,455,554","2021/06/22 13:29:23 +02:00","1624361363","20997925.2932 RBTC"
"3,455,398","2021/06/22 12:02:45 +02:00","1624356165","20997925.3047 RBTC"
"3,455,441","2021/06/22 12:27:18 +02:00","1624357638","20997925.2833 RBTC"
"3,454,438","2021/06/22 03:16:55 +02:00","1624324615","20997923.5048 RBTC"
"3,454,313","2021/06/22 02:09:22 +02:00","1624320562","20997920.5661 RBTC"
"3,454,338","2021/06/22 02:22:58 +02:00","1624321378","20997920.5751 RBTC"
"3,453,994","2021/06/21 23:09:23 +02:00","1624309763","20997925.2421 RBTC"
"3,454,016","2021/06/21 23:22:03 +02:00","1624310523","20997920.5581 RBTC"
"3,453,030","2021/06/21 14:05:52 +02:00","1624277152","20997925.2657 RBTC"
"3,452,871","2021/06/21 12:31:07 +02:00","1624271467","20997923.2556 RBTC"
"3,450,887","2021/06/20 18:26:45 +02:00","1624206405","20997921.1468 RBTC"
"3,450,891","2021/06/20 18:29:40 +02:00","1624206580","20997923.2018 RBTC"
"3,450,766","2021/06/20 17:24:33 +02:00","1624202673","20997921.1468 RBTC"
"3,450,276","2021/06/20 13:01:08 +02:00","1624186868","20997921.1574 RBTC"
"3,448,852","2021/06/20 00:15:19 +02:00","1624140919","20997921.7822 RBTC"
"3,448,409","2021/06/19 20:12:15 +02:00","1624126335","20997922.8044 RBTC"
"3,447,365","2021/06/19 11:00:06 +02:00","1624093206","20997923.0214 RBTC"
"3,447,131","2021/06/19 08:57:32 +02:00","1624085852","20997923.0364 RBTC"
"3,446,377","2021/06/19 02:25:32 +02:00","1624062332","20997923.5364 RBTC"
"3,445,444","2021/06/18 18:04:08 +02:00","1624032248","20997923.4734 RBTC"
"3,444,927","2021/06/18 13:12:06 +02:00","1624014726","20997923.2587 RBTC"
"3,443,952","2021/06/18 04:32:45 +02:00","1623983565","20997919.2599 RBTC"
"3,442,904","2021/06/17 19:06:09 +02:00","1623949569","20997916.6474 RBTC"
"3,442,533","2021/06/17 15:42:44 +02:00","1623937364","20997937.1047 RBTC"
"3,442,579","2021/06/17 16:06:54 +02:00","1623938814","20997936.6474 RBTC"
"3,442,198","2021/06/17 12:51:36 +02:00","1623927096","20997937.4735 RBTC"
"3,441,925","2021/06/17 10:32:54 +02:00","1623918774","20997977.4735 RBTC"
"3,441,815","2021/06/17 09:37:33 +02:00","1623915453","20997976.7365 RBTC"
"3,441,615","2021/06/17 07:54:38 +02:00","1623909278","20997976.9485 RBTC"
"3,441,181","2021/06/17 04:00:37 +02:00","1623895237","20997977.2485 RBTC"
"3,440,559","2021/06/16 22:36:17 +02:00","1623875777","20997977.3359 RBTC"
"3,440,442","2021/06/16 21:36:23 +02:00","1623872183","20997977.8259 RBTC"
"3,439,554","2021/06/16 13:03:07 +02:00","1623841387","20997979.7487 RBTC"
"3,439,197","2021/06/16 09:48:30 +02:00","1623829710","20998000.7487 RBTC"
"3,438,972","2021/06/16 07:49:06 +02:00","1623822546","20997996.3687 RBTC"
"3,438,613","2021/06/16 04:24:46 +02:00","1623810286","20997993.3687 RBTC"
"3,437,415","2021/06/15 17:34:22 +02:00","1623771262","20997989.4554 RBTC"
"3,437,421","2021/06/15 17:38:12 +02:00","1623771492","20997992.2850 RBTC"
"3,437,425","2021/06/15 17:40:06 +02:00","1623771606","20997993.4177 RBTC"
"3,437,134","2021/06/15 14:58:08 +02:00","1623761888","20997989.4214 RBTC"
"3,436,959","2021/06/15 13:28:31 +02:00","1623756511","20997987.5402 RBTC"
"3,437,054","2021/06/15 14:14:38 +02:00","1623759278","20997989.5402 RBTC"
"3,436,852","2021/06/15 12:36:31 +02:00","1623753391","20997987.5696 RBTC"
"3,436,903","2021/06/15 13:00:09 +02:00","1623754809","20997987.5502 RBTC"
"3,436,723","2021/06/15 11:27:46 +02:00","1623749266","20997987.2911 RBTC"
"3,436,729","2021/06/15 11:31:18 +02:00","1623749478","20997987.5911 RBTC"
"3,436,834","2021/06/15 12:27:12 +02:00","1623752832","20997987.5811 RBTC"
"3,436,254","2021/06/15 07:27:28 +02:00","1623734848","20997987.3011 RBTC"
"3,435,383","2021/06/14 23:31:48 +02:00","1623706308","20997986.7562 RBTC"
"3,434,801","2021/06/14 17:50:16 +02:00","1623685816","20997975.4797 RBTC"
"3,434,804","2021/06/14 17:52:54 +02:00","1623685974","20997976.9997 RBTC"
"3,434,807","2021/06/14 17:55:03 +02:00","1623686103","20997979.9997 RBTC"
"3,434,875","2021/06/14 18:36:32 +02:00","1623688592","20997983.2994 RBTC"
"3,434,649","2021/06/14 16:29:06 +02:00","1623680946","20997975.4797 RBTC"
"3,434,045","2021/06/14 10:54:27 +02:00","1623660867","20997972.3081 RBTC"
"3,433,840","2021/06/14 09:09:17 +02:00","1623654557","20997971.7454 RBTC"
"3,432,883","2021/06/14 00:54:38 +02:00","1623624878","20997996.7454 RBTC"
"3,432,699","2021/06/13 23:13:56 +02:00","1623618836","20997996.6454 RBTC"
"3,431,931","2021/06/13 16:07:07 +02:00","1623593227","20997996.4254 RBTC"
"3,431,865","2021/06/13 15:27:23 +02:00","1623590843","20997995.2922 RBTC"
"3,431,701","2021/06/13 13:57:07 +02:00","1623585427","20998032.4907 RBTC"
"3,431,708","2021/06/13 14:00:43 +02:00","1623585643","20998032.4807 RBTC"
"3,431,727","2021/06/13 14:12:37 +02:00","1623586357","20997992.4607 RBTC"
"3,429,800","2021/06/12 21:14:52 +02:00","1623525292","20998032.5007 RBTC"
"3,427,803","2021/06/12 03:30:38 +02:00","1623461438","20998032.4907 RBTC"
"3,427,619","2021/06/12 01:54:38 +02:00","1623455678","20998032.5121 RBTC"
"3,427,530","2021/06/12 01:09:16 +02:00","1623452956","20998032.7172 RBTC"
"3,427,365","2021/06/11 23:36:07 +02:00","1623447367","20998032.7461 RBTC"
"3,427,126","2021/06/11 21:15:56 +02:00","1623438956","20998032.5412 RBTC"
"3,426,993","2021/06/11 20:05:07 +02:00","1623434707","20998055.5522 RBTC"
"3,427,086","2021/06/11 20:54:07 +02:00","1623437647","20998056.5522 RBTC"
"3,426,737","2021/06/11 17:51:16 +02:00","1623426676","20998053.2977 RBTC"
"3,426,192","2021/06/11 13:03:07 +02:00","1623409387","20998073.2777 RBTC"
"3,426,198","2021/06/11 13:06:57 +02:00","1623409617","20998073.2977 RBTC"
"3,425,512","2021/06/11 07:05:07 +02:00","1623387907","20998072.3592 RBTC"
"3,424,319","2021/06/10 20:18:13 +02:00","1623349093","20998068.9420 RBTC"
"3,424,224","2021/06/10 19:24:53 +02:00","1623345893","20998088.9420 RBTC"
"3,424,016","2021/06/10 17:34:12 +02:00","1623339252","20998088.9336 RBTC"
"3,423,870","2021/06/10 16:16:01 +02:00","1623334561","20998088.9226 RBTC"
"3,423,690","2021/06/10 14:23:30 +02:00","1623327810","20998088.9582 RBTC"
"3,423,756","2021/06/10 15:06:07 +02:00","1623330367","20998088.9332 RBTC"
"3,423,423","2021/06/10 11:54:44 +02:00","1623318884","20998084.7594 RBTC"
"3,422,944","2021/06/10 07:40:20 +02:00","1623303620","20998082.2614 RBTC"
"3,422,000","2021/06/09 23:07:17 +02:00","1623272837","20998082.2114 RBTC"
"3,421,706","2021/06/09 20:15:58 +02:00","1623262558","20998082.1014 RBTC"
"3,421,272","2021/06/09 16:05:29 +02:00","1623247529","20998082.1687 RBTC"
"3,421,139","2021/06/09 14:51:47 +02:00","1623243107","20998080.3907 RBTC"
"3,420,914","2021/06/09 12:44:18 +02:00","1623235458","20998077.0130 RBTC"
"3,419,817","2021/06/09 02:45:43 +02:00","1623199543","20998075.5132 RBTC"
"3,419,479","2021/06/08 23:52:33 +02:00","1623189153","20998075.7476 RBTC"
"3,419,038","2021/06/08 20:05:07 +02:00","1623175507","20998068.7281 RBTC"
"3,419,053","2021/06/08 20:11:16 +02:00","1623175876","20998068.7381 RBTC"
"3,419,058","2021/06/08 20:14:18 +02:00","1623176058","20998070.7476 RBTC"
"3,418,829","2021/06/08 18:18:38 +02:00","1623169118","20998068.7226 RBTC"
"3,416,108","2021/06/07 17:54:16 +02:00","1623081256","20998082.6507 RBTC"
"3,416,134","2021/06/07 18:09:06 +02:00","1623082146","20998084.7226 RBTC"
"3,414,904","2021/06/07 07:00:24 +02:00","1623042024","20998084.4039 RBTC"
"3,413,258","2021/06/06 17:12:06 +02:00","1622992326","20998086.4040 RBTC"
"3,412,827","2021/06/06 13:36:32 +02:00","1622979392","20998106.4040 RBTC"
"3,412,624","2021/06/06 11:54:06 +02:00","1622973246","20998106.5082 RBTC"
"3,411,273","2021/06/06 00:18:37 +02:00","1622931517","20998107.0083 RBTC"
"3,410,536","2021/06/05 18:12:25 +02:00","1622909545","20998107.1953 RBTC"
"3,410,586","2021/06/05 18:36:12 +02:00","1622910972","20998107.1680 RBTC"
"3,409,986","2021/06/05 13:36:18 +02:00","1622892978","20998107.2846 RBTC"
"3,409,268","2021/06/05 07:18:14 +02:00","1622870294","20998107.3148 RBTC"
"3,408,219","2021/06/04 22:18:06 +02:00","1622837886","20998107.3253 RBTC"
"3,407,196","2021/06/04 13:18:47 +02:00","1622805527","20998107.5053 RBTC"
"3,407,035","2021/06/04 11:54:08 +02:00","1622800448","20998107.4944 RBTC"
"3,406,548","2021/06/04 07:45:32 +02:00","1622785532","20998143.4944 RBTC"
"3,405,484","2021/06/03 22:39:14 +02:00","1622752754","20998143.5384 RBTC"
"3,404,566","2021/06/03 14:50:32 +02:00","1622724632","20998143.5516 RBTC"
"3,404,010","2021/06/03 09:48:30 +02:00","1622706510","20998140.2868 RBTC"
"3,403,024","2021/06/03 01:21:15 +02:00","1622676075","20998141.2468 RBTC"
"3,402,958","2021/06/03 00:43:47 +02:00","1622673827","20998141.4802 RBTC"
"3,402,241","2021/06/02 18:22:00 +02:00","1622650920","20998141.4830 RBTC"
"3,402,273","2021/06/02 18:39:02 +02:00","1622651942","20998141.4702 RBTC"
"3,402,068","2021/06/02 16:38:09 +02:00","1622644689","20998141.9549 RBTC"
"3,401,912","2021/06/02 15:14:06 +02:00","1622639646","20998141.9459 RBTC"
"3,401,750","2021/06/02 13:56:31 +02:00","1622634991","20998185.5469 RBTC"
"3,401,772","2021/06/02 14:06:27 +02:00","1622635587","20998140.5469 RBTC"
"3,401,686","2021/06/02 13:20:30 +02:00","1622632830","20998185.5639 RBTC"
"3,401,391","2021/06/02 10:39:30 +02:00","1622623170","20998185.1851 RBTC"
"3,399,830","2021/06/01 20:30:26 +02:00","1622572226","20998185.3194 RBTC"
"3,399,381","2021/06/01 16:11:02 +02:00","1622556662","20998185.5349 RBTC"
"3,399,399","2021/06/01 16:23:06 +02:00","1622557386","20998185.6485 RBTC"
"3,399,143","2021/06/01 14:03:08 +02:00","1622548988","20998185.4765 RBTC"
"3,399,183","2021/06/01 14:27:06 +02:00","1622550426","20998185.4850 RBTC"
"3,399,090","2021/06/01 13:36:06 +02:00","1622547366","20998185.5265 RBTC"
"3,398,598","2021/06/01 09:09:05 +02:00","1622531345","20998185.6789 RBTC"
"3,395,237","2021/05/31 03:48:45 +02:00","1622425725","20998215.6789 RBTC"
"3,393,149","2021/05/30 09:38:54 +02:00","1622360334","20998215.7907 RBTC"
"3,393,230","2021/05/30 10:21:11 +02:00","1622362871","20998215.6909 RBTC"
"3,390,757","2021/05/29 13:27:54 +02:00","1622287674","20998215.7765 RBTC"
"3,390,419","2021/05/29 10:36:06 +02:00","1622277366","20998240.7765 RBTC"
"3,388,931","2021/05/28 21:49:27 +02:00","1622231367","20998240.7875 RBTC"
"3,388,715","2021/05/28 20:00:36 +02:00","1622224836","20998240.7375 RBTC"
"3,388,460","2021/05/28 17:45:15 +02:00","1622216715","20998250.7374 RBTC"
"3,388,388","2021/05/28 17:09:28 +02:00","1622214568","20998296.6184 RBTC"
"3,387,664","2021/05/28 10:57:05 +02:00","1622192225","20998336.6184 RBTC"
"3,386,026","2021/05/27 21:00:20 +02:00","1622142020","20998361.6184 RBTC"
"3,385,945","2021/05/27 20:15:34 +02:00","1622139334","20998361.6630 RBTC"
"3,385,789","2021/05/27 18:40:41 +02:00","1622133641","20998376.6630 RBTC"
"3,385,671","2021/05/27 17:39:34 +02:00","1622129974","20998373.5640 RBTC"
"3,385,590","2021/05/27 16:49:36 +02:00","1622126976","20998398.5640 RBTC"
"3,385,350","2021/05/27 14:30:56 +02:00","1622118656","20998397.1772 RBTC"
"3,384,494","2021/05/27 07:19:41 +02:00","1622092781","20998446.1772 RBTC"
"3,383,946","2021/05/27 02:33:15 +02:00","1622075595","20998446.1692 RBTC"
"3,383,261","2021/05/26 20:33:20 +02:00","1622054000","20998446.2191 RBTC"
"3,382,947","2021/05/26 17:51:02 +02:00","1622044262","20998446.2313 RBTC"
"3,382,815","2021/05/26 16:48:25 +02:00","1622040505","20998456.2313 RBTC"
"3,381,924","2021/05/26 09:06:58 +02:00","1622012818","20998516.2313 RBTC"
"3,381,957","2021/05/26 09:24:17 +02:00","1622013857","20998506.2313 RBTC"
"3,379,412","2021/05/25 11:18:16 +02:00","1621934296","20998536.2313 RBTC"
"3,377,957","2021/05/24 23:15:41 +02:00","1621890941","20998536.2445 RBTC"
"3,377,683","2021/05/24 20:51:15 +02:00","1621882275","20998535.2682 RBTC"
"3,377,712","2021/05/24 21:09:18 +02:00","1621883358","20998535.2545 RBTC"
"3,377,264","2021/05/24 17:21:37 +02:00","1621869697","20998536.0725 RBTC"
"3,377,080","2021/05/24 15:47:01 +02:00","1621864021","20998524.3016 RBTC"
"3,377,089","2021/05/24 15:51:37 +02:00","1621864297","20998536.1225 RBTC"
"3,377,039","2021/05/24 15:30:59 +02:00","1621863059","20998476.3330 RBTC"
"3,377,051","2021/05/24 15:35:32 +02:00","1621863332","20998486.3200 RBTC"
"3,377,064","2021/05/24 15:40:45 +02:00","1621863645","20998508.4220 RBTC"
"3,376,498","2021/05/24 10:45:23 +02:00","1621845923","20998456.2570 RBTC"
"3,375,247","2021/05/23 23:58:19 +02:00","1621807099","20998456.7620 RBTC"
"3,374,974","2021/05/23 21:45:02 +02:00","1621799102","20998453.2450 RBTC"
"3,374,562","2021/05/23 17:51:04 +02:00","1621785064","20998452.8011 RBTC"
"3,373,821","2021/05/23 11:17:02 +02:00","1621761422","20998452.6539 RBTC"
"3,373,416","2021/05/23 07:49:25 +02:00","1621748965","20998452.4880 RBTC"
"3,373,117","2021/05/23 05:15:04 +02:00","1621739704","20998452.5261 RBTC"
"3,371,466","2021/05/22 15:24:42 +02:00","1621689882","20998449.2191 RBTC"
"3,371,338","2021/05/22 14:24:20 +02:00","1621686260","20998445.7347 RBTC"
"3,371,353","2021/05/22 14:32:23 +02:00","1621686743","20998446.5207 RBTC"
"3,369,846","2021/05/22 01:37:06 +02:00","1621640226","20998445.7487 RBTC"
"3,369,593","2021/05/21 23:19:41 +02:00","1621631981","20998433.4664 RBTC"
"3,369,628","2021/05/21 23:40:23 +02:00","1621633223","20998443.6009 RBTC"
"3,368,672","2021/05/21 15:00:04 +02:00","1621602004","20998433.3004 RBTC"
"3,368,626","2021/05/21 14:33:06 +02:00","1621600386","20998433.3504 RBTC"
"3,368,102","2021/05/21 10:00:27 +02:00","1621584027","20998429.2520 RBTC"
"3,366,842","2021/05/20 22:49:05 +02:00","1621543745","20998428.2594 RBTC"
"3,366,064","2021/05/20 16:00:10 +02:00","1621519210","20998424.9753 RBTC"
"3,365,304","2021/05/20 09:00:58 +02:00","1621494058","20998425.6595 RBTC"
"3,364,026","2021/05/19 20:34:07 +02:00","1621449247","20998425.1595 RBTC"
"3,363,667","2021/05/19 16:59:37 +02:00","1621436377","20998411.5258 RBTC"
"3,363,674","2021/05/19 17:03:53 +02:00","1621436633","20998414.3258 RBTC"
"3,363,712","2021/05/19 17:27:04 +02:00","1621438024","20998415.7895 RBTC"
"3,363,357","2021/05/19 14:01:02 +02:00","1621425662","20998410.0258 RBTC"
"3,362,610","2021/05/19 07:12:04 +02:00","1621401124","20998409.8458 RBTC"
"3,361,795","2021/05/18 23:47:00 +02:00","1621374420","20998408.5657 RBTC"
"3,360,722","2021/05/18 14:01:07 +02:00","1621339267","20998405.5381 RBTC"
"3,359,612","2021/05/18 04:10:36 +02:00","1621303836","20998406.1434 RBTC"
"3,359,658","2021/05/18 04:33:13 +02:00","1621305193","20998405.5678 RBTC"
"3,358,846","2021/05/17 21:24:21 +02:00","1621279461","20998402.9185 RBTC"
"3,358,226","2021/05/17 15:51:59 +02:00","1621259519","20998402.9295 RBTC"
"3,357,961","2021/05/17 13:45:53 +02:00","1621251953","20998399.6615 RBTC"
"3,357,554","2021/05/17 10:20:04 +02:00","1621239604","20998396.9897 RBTC"
"3,355,525","2021/05/16 16:18:21 +02:00","1621174701","20998396.8000 RBTC"
"3,354,987","2021/05/16 11:36:04 +02:00","1621157764","20998396.8101 RBTC"
"3,354,928","2021/05/16 11:06:27 +02:00","1621155987","20998396.0101 RBTC"
"3,354,935","2021/05/16 11:09:40 +02:00","1621156180","20998396.1101 RBTC"
"3,353,294","2021/05/15 20:56:26 +02:00","1621104986","20998396.1126 RBTC"
"3,353,181","2021/05/15 19:53:22 +02:00","1621101202","20998395.1026 RBTC"
"3,352,935","2021/05/15 17:45:57 +02:00","1621093557","20998392.9292 RBTC"
"3,352,341","2021/05/15 12:37:08 +02:00","1621075028","20998389.7470 RBTC"
"3,352,185","2021/05/15 11:09:55 +02:00","1621069795","20998387.6280 RBTC"
"3,351,963","2021/05/15 09:19:27 +02:00","1621063167","20998386.2790 RBTC"
"3,351,803","2021/05/15 07:57:25 +02:00","1621058245","20998386.0900 RBTC"
"3,351,742","2021/05/15 07:29:03 +02:00","1621056543","20998385.1308 RBTC"
"3,351,277","2021/05/15 03:33:21 +02:00","1621042401","20998384.9408 RBTC"
"3,348,846","2021/05/14 05:57:14 +02:00","1620964634","20998382.5791 RBTC"
"3,347,676","2021/05/13 19:33:30 +02:00","1620927210","20998379.4229 RBTC"
"3,347,445","2021/05/13 17:24:13 +02:00","1620919453","20998379.2630 RBTC"
"3,347,301","2021/05/13 16:06:52 +02:00","1620914812","20998378.5305 RBTC"
"3,346,959","2021/05/13 13:09:30 +02:00","1620904170","20998378.5305 RBTC"
"3,346,515","2021/05/13 09:18:03 +02:00","1620890283","20998377.1807 RBTC"
"3,346,051","2021/05/13 05:21:10 +02:00","1620876070","20998375.9482 RBTC"
"3,345,020","2021/05/12 20:22:07 +02:00","1620843727","20998374.0539 RBTC"
"3,344,580","2021/05/12 16:39:48 +02:00","1620830388","20998373.8659 RBTC"
"3,344,364","2021/05/12 14:41:43 +02:00","1620823303","20998361.5608 RBTC"
"3,344,453","2021/05/12 15:30:46 +02:00","1620826246","20998370.7608 RBTC"
"3,344,110","2021/05/12 12:19:03 +02:00","1620814743","20998358.9772 RBTC"
"3,343,994","2021/05/12 11:19:26 +02:00","1620811166","20998358.9872 RBTC"
"3,343,621","2021/05/12 07:55:08 +02:00","1620798908","20998357.0872 RBTC"
"3,343,253","2021/05/12 04:52:48 +02:00","1620787968","20998356.9572 RBTC"
"3,342,904","2021/05/12 02:03:19 +02:00","1620777799","20998356.6474 RBTC"
"3,342,121","2021/05/11 19:17:46 +02:00","1620753466","20998396.6474 RBTC"
"3,341,984","2021/05/11 18:03:42 +02:00","1620749022","20998396.0154 RBTC"
"3,342,062","2021/05/11 18:45:25 +02:00","1620751525","20998395.9654 RBTC"
"3,341,914","2021/05/11 17:26:53 +02:00","1620746813","20998392.6104 RBTC"
"3,341,917","2021/05/11 17:28:07 +02:00","1620746887","20998395.2484 RBTC"
"3,341,716","2021/05/11 15:44:01 +02:00","1620740641","20998392.6104 RBTC"
"3,341,547","2021/05/11 14:25:03 +02:00","1620735903","20998390.9996 RBTC"
"3,341,551","2021/05/11 14:27:03 +02:00","1620736023","20998392.5813 RBTC"
"3,341,277","2021/05/11 11:58:48 +02:00","1620727128","20998389.8686 RBTC"
"3,340,867","2021/05/11 08:24:03 +02:00","1620714243","20998389.7322 RBTC"
"3,340,283","2021/05/11 03:19:38 +02:00","1620695978","20998426.6800 RBTC"
"3,340,301","2021/05/11 03:26:52 +02:00","1620696412","20998429.7322 RBTC"
"3,339,959","2021/05/11 00:41:49 +02:00","1620686509","20998425.0573 RBTC"
"3,339,498","2021/05/10 20:58:41 +02:00","1620673121","20998424.9530 RBTC"
"3,339,227","2021/05/10 18:45:12 +02:00","1620665112","20998422.9125 RBTC"
"3,339,124","2021/05/10 17:58:02 +02:00","1620662282","20998422.8125 RBTC"
"3,338,664","2021/05/10 13:54:46 +02:00","1620647686","20998422.8025 RBTC"
"3,338,561","2021/05/10 13:04:18 +02:00","1620644658","20998422.8236 RBTC"
"3,337,370","2021/05/10 03:07:59 +02:00","1620608879","20998422.5936 RBTC"
"3,336,728","2021/05/09 21:39:52 +02:00","1620589192","20998422.5736 RBTC"
"3,336,169","2021/05/09 16:55:53 +02:00","1620572153","20998456.5736 RBTC"
"3,336,046","2021/05/09 15:52:27 +02:00","1620568347","20998454.7768 RBTC"
"3,336,047","2021/05/09 15:52:46 +02:00","1620568366","20998456.5646 RBTC"
"3,335,717","2021/05/09 13:06:41 +02:00","1620558401","20998451.9005 RBTC"
"3,335,426","2021/05/09 10:37:54 +02:00","1620549474","20998451.9178 RBTC"
"3,334,695","2021/05/09 04:35:18 +02:00","1620527718","20998445.7646 RBTC"
"3,334,729","2021/05/09 04:53:27 +02:00","1620528807","20998447.1776 RBTC"
"3,334,407","2021/05/09 02:11:35 +02:00","1620519095","20998442.6919 RBTC"
"3,332,832","2021/05/08 12:10:37 +02:00","1620468637","20998442.6819 RBTC"
"3,332,221","2021/05/08 06:48:15 +02:00","1620449295","20998441.5791 RBTC"
"3,331,822","2021/05/08 03:22:11 +02:00","1620436931","20998478.8287 RBTC"
"3,331,873","2021/05/08 03:43:55 +02:00","1620438235","20998481.5791 RBTC"
"3,331,119","2021/05/07 21:27:07 +02:00","1620415627","20998477.6364 RBTC"
"3,330,972","2021/05/07 20:01:26 +02:00","1620410486","20998478.0246 RBTC"
"3,330,625","2021/05/07 16:24:31 +02:00","1620397471","20998476.7175 RBTC"
"3,330,376","2021/05/07 14:07:09 +02:00","1620389229","20998475.6040 RBTC"
"3,330,406","2021/05/07 14:22:50 +02:00","1620390170","20998476.0473 RBTC"
"3,330,309","2021/05/07 13:35:38 +02:00","1620387338","20998472.9529 RBTC"
"3,330,310","2021/05/07 13:36:22 +02:00","1620387382","20998473.3042 RBTC"
"3,327,648","2021/05/06 15:17:26 +02:00","1620307046","20998469.1310 RBTC"
"3,327,656","2021/05/06 15:22:27 +02:00","1620307347","20998470.7310 RBTC"
"3,327,469","2021/05/06 13:42:28 +02:00","1620301348","20998466.4099 RBTC"
"3,325,663","2021/05/05 22:32:30 +02:00","1620246750","20998466.4219 RBTC"
"3,325,485","2021/05/05 21:06:27 +02:00","1620241587","20998466.4121 RBTC"
"3,325,306","2021/05/05 19:36:52 +02:00","1620236212","20998466.4320 RBTC"
"3,324,826","2021/05/05 15:40:05 +02:00","1620222005","20998464.6365 RBTC"
"3,324,518","2021/05/05 13:05:18 +02:00","1620212718","20998461.6138 RBTC"
"3,324,524","2021/05/05 13:09:02 +02:00","1620212942","20998462.5018 RBTC"
"3,324,231","2021/05/05 10:57:25 +02:00","1620205045","20998461.6038 RBTC"
"3,322,250","2021/05/04 18:32:29 +02:00","1620145949","20998511.6038 RBTC"
"3,321,094","2021/05/04 08:58:44 +02:00","1620111524","20998508.8177 RBTC"
"3,320,912","2021/05/04 07:39:02 +02:00","1620106742","20998508.7177 RBTC"
"3,320,217","2021/05/04 01:53:59 +02:00","1620086039","20998508.7777 RBTC"
"3,320,186","2021/05/04 01:38:44 +02:00","1620085124","20998507.8277 RBTC"
"3,318,941","2021/05/03 15:24:02 +02:00","1620048242","20998505.9178 RBTC"
"3,319,006","2021/05/03 15:55:02 +02:00","1620050102","20998507.1177 RBTC"
"3,318,107","2021/05/03 08:39:16 +02:00","1620023956","20998515.9375 RBTC"
"3,318,113","2021/05/03 08:42:20 +02:00","1620024140","20998505.9375 RBTC"
"3,317,800","2021/05/03 05:56:58 +02:00","1620014218","20998555.9375 RBTC"
"3,317,216","2021/05/03 01:06:44 +02:00","1619996804","20998554.8790 RBTC"
"3,316,041","2021/05/02 15:35:31 +02:00","1619962531","20998584.8776 RBTC"
"3,314,673","2021/05/02 04:00:12 +02:00","1619920812","20998583.8426 RBTC"
"3,314,346","2021/05/02 01:27:41 +02:00","1619911661","20998603.8316 RBTC"
"3,313,608","2021/05/01 19:29:15 +02:00","1619890155","20998601.1562 RBTC"
"3,313,569","2021/05/01 19:10:35 +02:00","1619889035","20998599.7062 RBTC"
"3,312,963","2021/05/01 14:11:05 +02:00","1619871065","20998598.7798 RBTC"
"3,312,702","2021/05/01 12:00:58 +02:00","1619863258","20998597.6808 RBTC"
"3,311,652","2021/05/01 03:22:02 +02:00","1619832122","20998594.5828 RBTC"
"3,311,389","2021/05/01 01:04:45 +02:00","1619823885","20998594.5938 RBTC"
"3,310,330","2021/04/30 16:04:03 +02:00","1619791443","20998594.2020 RBTC"
"3,309,940","2021/04/30 12:54:11 +02:00","1619780051","20998593.2020 RBTC"
"3,309,451","2021/04/30 08:40:32 +02:00","1619764832","20998593.2120 RBTC"
"3,307,326","2021/04/29 14:09:55 +02:00","1619698195","20998592.1750 RBTC"
"3,307,162","2021/04/29 12:33:26 +02:00","1619692406","20998590.6750 RBTC"
"3,305,082","2021/04/28 17:55:36 +02:00","1619625336","20998588.8760 RBTC"
"3,304,824","2021/04/28 15:49:05 +02:00","1619617745","20998588.8670 RBTC"
"3,303,477","2021/04/28 04:30:16 +02:00","1619577016","20998587.0680 RBTC"
